meter_id,timestamp,instantaneous_power_kw,voltage_v,current_a,temperature_c,daily_energy_kwh,efficiency_pct,status,irradiance_estimate_w_m2
40051,2025-09-12T03:00:00,0.0,230.1,0,18.6,0.0,97.4,Disconnected,0.0
40055,2025-09-12T03:00:00,0.0,235.9,0,21.9,0.0,97.2,Disconnected,0.0
40059,2025-09-12T03:00:00,0.0,226.0,0,20.7,0.0,97.7,Disconnected,0.0
10006,2025-09-12T04:00:00,0.0,224.4,0,18.6,0.0,97.4,Disconnected,0.0
10008,2025-09-12T04:00:00,0.0,225.8,0,20.4,0.0,95.6,Disconnected,0.0
10010,2025-09-12T04:00:00,0.0,231.8,0,17.9,0.0,97.2,Disconnected,0.0
20018,2025-09-12T04:00:00,0.0,236.8,0,17.4,0.0,97.9,Disconnected,0.0
20020,2025-09-12T04:00:00,0.0,230.7,0,18.6,0.0,97.7,Disconnected,0.0
20025,2025-09-12T04:00:00,0.0,229.3,0,20.4,0.0,96.3,Disconnected,0.0
20027,2025-09-12T04:00:00,0.0,230.4,0,18.2,0.0,95.1,Disconnected,0.0
30029,2025-09-12T04:00:00,0.0,235.0,0,21.0,0.0,95.5,Disconnected,0.0
30035,2025-09-12T04:00:00,0.0,230.4,0,19.1,0.0,95.4,Disconnected,0.0
30041,2025-09-12T04:00:00,0.0,229.1,0,17.1,0.0,97.1,Disconnected,0.0
40044,2025-09-12T04:00:00,0.0,222.7,0,20.1,0.0,95.3,Disconnected,0.0
40045,2025-09-12T04:00:00,0.0,227.6,0,19.7,0.0,97.2,Disconnected,0.0
40046,2025-09-12T04:00:00,0.0,224.3,0,19.5,0.0,96.7,Disconnected,0.0
40048,2025-09-12T04:00:00,0.0,225.7,0,21.9,0.0,97.7,Disconnected,0.0
40049,2025-09-12T04:00:00,0.0,234.7,0,16.7,0.0,96.6,Disconnected,0.0
40051,2025-09-12T04:00:00,0.0,231.1,0,21.7,0.0,96.5,Disconnected,0.0
40055,2025-09-12T04:00:00,0.0,237.8,0,20.6,0.0,96.5,Disconnected,0.0
40059,2025-09-12T04:00:00,0.0,231.2,0,18.1,0.0,96.5,Disconnected,0.0
10006,2025-09-12T05:00:00,0.0,233.4,0,20.8,0.0,96.2,Disconnected,0.0
10008,2025-09-12T05:00:00,0.0,232.1,0,19.5,0.0,96.4,Disconnected,0.0
10010,2025-09-12T05:00:00,0.0,225.0,0,21.1,0.0,97.7,Disconnected,0.0
20018,2025-09-12T05:00:00,0.0,229.2,0,20.9,0.0,96.9,Disconnected,0.0
20020,2025-09-12T05:00:00,0.0,233.6,0,21.9,0.0,95.1,Disconnected,0.0
20025,2025-09-12T05:00:00,0.0,230.7,0,22.3,0.0,96.0,Disconnected,0.0
20027,2025-09-12T05:00:00,0.0,229.0,0,19.5,0.0,97.2,Disconnected,0.0
30029,2025-09-12T05:00:00,0.0,227.7,0,19.9,0.0,95.6,Disconnected,0.0
30035,2025-09-12T05:00:00,0.0,227.3,0,20.6,0.0,96.2,Disconnected,0.0
30041,2025-09-12T05:00:00,0.0,231.1,0,20.9,0.0,96.9,Disconnected,0.0
40044,2025-09-12T05:00:00,0.0,224.2,0,19.5,0.0,96.8,Disconnected,0.0
40045,2025-09-12T05:00:00,0.0,230.5,0,22.5,0.0,97.4,Disconnected,0.0
40046,2025-09-12T05:00:00,0.0,229.0,0,21.2,0.0,97.8,Disconnected,0.0
40048,2025-09-12T05:00:00,0.0,236.3,0,20.0,0.0,95.4,Disconnected,0.0
40049,2025-09-12T05:00:00,0.0,229.7,0,18.8,0.0,95.3,Disconnected,0.0
40051,2025-09-12T05:00:00,0.0,225.3,0,21.3,0.0,95.4,Disconnected,0.0
40055,2025-09-12T05:00:00,0.0,229.8,0,19.7,0.0,95.6,Disconnected,0.0
40059,2025-09-12T05:00:00,0.0,236.7,0,17.9,0.0,95.3,Disconnected,0.0
10006,2025-09-12T06:00:00,0.45,226.5,2.0,21.4,0.45,95.2,Running,38.1
10008,2025-09-12T06:00:00,0.39,233.7,1.7,22.1,0.39,96.5,Running,33.5
10010,2025-09-12T06:00:00,0.46,231.5,2.0,22.6,0.46,98.0,Running,38.8
20018,2025-09-12T06:00:00,0.11,230.9,0.5,22.2,0.11,97.9,Running,42.9
20020,2025-09-12T06:00:00,0.09,227.3,0.4,20.0,0.09,96.3,Disconnected,37.6
20025,2025-09-12T06:00:00,0.09,234.6,0.4,21.9,0.09,97.5,Disconnected,39.2
20027,2025-09-12T06:00:00,0.08,231.4,0.3,20.8,0.08,95.5,Disconnected,34.4
30029,2025-09-12T06:00:00,0.24,236.3,1.0,22.1,0.24,97.4,Running,38.1
30035,2025-09-12T06:00:00,0.26,226.8,1.1,20.1,0.26,96.5,Running,40.3
30041,2025-09-12T06:00:00,0.28,230.8,1.2,20.8,0.28,97.7,Running,43.5
40044,2025-09-12T06:00:00,0.1,224.6,0.4,19.2,0.1,97.6,Disconnected,40.8
40045,2025-09-12T06:00:00,0.1,230.6,0.4,19.3,0.1,96.2,Disconnected,40.2
40046,2025-09-12T06:00:00,0.1,231.2,0.4,21.6,0.1,96.1,Disconnected,40.5
40048,2025-09-12T06:00:00,0.09,228.4,0.4,21.0,0.09,97.8,Disconnected,39.6
40049,2025-09-12T06:00:00,0.09,233.8,0.4,20.1,0.09,96.2,Disconnected,39.9
40051,2025-09-12T06:00:00,0.1,227.1,0.4,20.0,0.1,97.3,Disconnected,43.7
40055,2025-09-12T06:00:00,0.11,230.6,0.5,21.8,0.11,96.2,Running,43.5
40059,2025-09-12T06:00:00,0.08,231.0,0.3,23.0,0.08,95.3,Disconnected,32.9
10006,2025-09-12T07:00:00,1.59,227.9,7.0,21.1,2.04,96.7,Running,131.4
10008,2025-09-12T07:00:00,1.9,226.5,8.4,23.5,2.29,95.2,Running,163.1
10010,2025-09-12T07:00:00,1.71,229.1,7.5,26.1,2.17,96.4,Running,146.2
20018,2025-09-12T07:00:00,0.3,225.9,1.3,25.0,0.41,95.2,Running,127.9
20020,2025-09-12T07:00:00,0.36,231.8,1.6,24.2,0.45,95.9,Running,161.0
20025,2025-09-12T07:00:00,0.34,227.7,1.5,24.8,0.43,97.1,Running,148.6
20027,2025-09-12T07:00:00,0.32,230.2,1.4,25.9,0.4,97.3,Running,133.3
30029,2025-09-12T07:00:00,0.86,234.0,3.7,23.6,1.1,95.2,Running,137.3
30035,2025-09-12T07:00:00,1.03,229.6,4.5,26.9,1.29,96.4,Running,162.8
30041,2025-09-12T07:00:00,0.99,230.1,4.3,27.3,1.27,97.8,Running,162.2
40044,2025-09-12T07:00:00,0.33,231.6,1.4,26.0,0.43,95.3,Running,151.5
40045,2025-09-12T07:00:00,0.33,228.1,1.4,25.4,0.43,95.2,Running,147.3
40046,2025-09-12T07:00:00,0.34,232.3,1.5,24.4,0.44,95.8,Running,143.2
40048,2025-09-12T07:00:00,0.33,225.4,1.5,26.4,0.42,96.6,Running,145.5
40049,2025-09-12T07:00:00,0.4,228.6,1.7,25.8,0.49,97.7,Running,163.2
40051,2025-09-12T07:00:00,0.37,228.0,1.6,24.5,0.47,95.8,Running,154.1
40055,2025-09-12T07:00:00,0.34,228.4,1.5,23.6,0.45,95.6,Running,149.9
40059,2025-09-12T07:00:00,0.3,236.6,1.3,24.5,0.38,97.6,Running,131.3
10006,2025-09-12T08:00:00,3.07,230.9,13.3,27.3,5.11,95.3,Running,256.8
10008,2025-09-12T08:00:00,3.6,231.1,15.6,30.4,5.89,97.0,Running,301.7
10010,2025-09-12T08:00:00,3.47,227.9,15.2,28.9,5.64,96.0,Running,302.5
20018,2025-09-12T08:00:00,0.75,230.6,3.3,29.8,1.16,95.4,Running,319.9
20020,2025-09-12T08:00:00,0.73,226.4,3.2,30.5,1.18,95.8,Running,325.6
20025,2025-09-12T08:00:00,0.79,227.0,3.5,32.3,1.22,98.0,Running,325.7
20027,2025-09-12T08:00:00,0.63,228.5,2.8,30.7,1.03,96.1,Running,282.4
30029,2025-09-12T08:00:00,1.61,230.9,7.0,28.7,2.71,95.2,Running,262.0
30035,2025-09-12T08:00:00,1.81,230.4,7.9,29.0,3.1,95.2,Running,303.7
30041,2025-09-12T08:00:00,1.78,229.4,7.8,29.1,3.05,95.9,Running,272.4
40044,2025-09-12T08:00:00,0.74,227.7,3.2,31.1,1.17,97.2,Running,318.1
40045,2025-09-12T08:00:00,0.68,233.5,2.9,31.4,1.11,96.7,Running,286.1
40046,2025-09-12T08:00:00,0.83,227.6,3.6,28.5,1.27,95.9,Running,335.4
40048,2025-09-12T08:00:00,0.67,224.3,3.0,31.8,1.09,97.7,Running,281.7
40049,2025-09-12T08:00:00,0.63,232.2,2.7,28.4,1.12,96.2,Running,275.5
40051,2025-09-12T08:00:00,0.65,225.1,2.9,28.5,1.12,96.6,Running,270.7
40055,2025-09-12T08:00:00,0.75,229.3,3.3,30.5,1.2,95.8,Running,328.1
40059,2025-09-12T08:00:00,0.56,226.3,2.5,28.6,0.94,96.7,Running,255.3
10006,2025-09-12T09:00:00,5.94,225.6,26.3,37.2,11.05,97.4,Running,525.5
10008,2025-09-12T09:00:00,4.78,234.3,20.4,34.8,10.67,97.7,Running,403.5
10010,2025-09-12T09:00:00,4.66,228.8,20.4,33.3,10.3,95.7,Running,403.6
20018,2025-09-12T09:00:00,0.94,230.4,4.1,31.6,2.1,97.3,Running,422.3
20020,2025-09-12T09:00:00,1.0,236.7,4.2,33.1,2.18,96.6,Running,446.4
20025,2025-09-12T09:00:00,1.11,228.3,4.9,31.6,2.33,96.2,Running,491.6
20027,2025-09-12T09:00:00,1.15,224.9,5.1,36.2,2.18,97.7,Running,506.1
30029,2025-09-12T09:00:00,3.09,227.7,13.6,33.8,5.8,97.1,Running,524.3
30035,2025-09-12T09:00:00,3.04,231.5,13.1,36.6,6.14,98.0,Running,502.8
30041,2025-09-12T09:00:00,2.87,231.0,12.4,35.5,5.92,96.3,Running,443.8
40044,2025-09-12T09:00:00,1.02,229.8,4.4,33.8,2.19,96.9,Running,432.2
40045,2025-09-12T09:00:00,1.18,230.5,5.1,35.9,2.29,96.4,Running,499.2
40046,2025-09-12T09:00:00,1.11,229.6,4.8,35.6,2.38,95.7,Running,472.6
40048,2025-09-12T09:00:00,1.0,229.2,4.4,32.0,2.09,95.7,Running,424.4
40049,2025-09-12T09:00:00,0.97,231.8,4.2,33.7,2.09,96.6,Running,417.4
40051,2025-09-12T09:00:00,1.15,227.7,5.1,35.3,2.27,97.7,Running,504.9
40055,2025-09-12T09:00:00,1.18,233.2,5.1,37.1,2.38,95.7,Running,518.3
40059,2025-09-12T09:00:00,0.92,235.1,3.9,32.4,1.86,96.2,Running,398.7
10006,2025-09-12T10:00:00,6.84,229.8,29.8,40.4,17.89,95.7,Running,602.9
10008,2025-09-12T10:00:00,5.91,227.2,26.0,36.9,16.58,97.4,Running,510.3
10010,2025-09-12T10:00:00,7.29,228.9,31.8,39.7,17.59,95.8,Running,636.3
20018,2025-09-12T10:00:00,1.58,225.8,7.0,39.8,3.68,98.0,Running,664.2
20020,2025-09-12T10:00:00,1.27,229.6,5.5,37.4,3.45,97.5,Running,556.1
20025,2025-09-12T10:00:00,1.53,230.5,6.6,39.0,3.86,95.8,Running,660.1
20027,2025-09-12T10:00:00,1.52,232.0,6.6,35.8,3.7,96.8,Running,636.8
30029,2025-09-12T10:00:00,4.16,228.3,18.2,42.3,9.96,96.3,Running,662.1
30035,2025-09-12T10:00:00,4.36,233.0,18.7,40.9,10.5,96.6,Running,672.8
30041,2025-09-12T10:00:00,3.44,231.3,14.9,36.4,9.36,95.9,Running,536.6
40044,2025-09-12T10:00:00,1.2,233.2,5.1,36.5,3.39,97.1,Running,521.9
40045,2025-09-12T10:00:00,1.19,227.4,5.2,37.7,3.48,97.9,Running,527.3
40046,2025-09-12T10:00:00,1.52,229.6,6.6,37.8,3.9,95.7,Running,657.2
40048,2025-09-12T10:00:00,1.46,229.6,6.4,39.0,3.55,98.0,Running,609.5
40049,2025-09-12T10:00:00,1.53,234.0,6.5,39.2,3.62,96.6,Running,651.7
40051,2025-09-12T10:00:00,1.34,228.4,5.9,39.2,3.61,97.0,Running,561.8
40055,2025-09-12T10:00:00,1.31,234.6,5.6,36.0,3.69,96.7,Running,554.3
40059,2025-09-12T10:00:00,1.58,227.2,7.0,42.4,3.44,95.3,Running,638.1
10006,2025-09-12T11:00:00,7.44,232.5,32.0,39.7,25.33,96.2,Running,619.2
10008,2025-09-12T11:00:00,8.69,228.9,38.0,41.6,25.27,95.7,Running,764.1
10010,2025-09-12T11:00:00,7.37,232.2,31.7,42.8,24.96,96.3,Running,622.6
20018,2025-09-12T11:00:00,1.66,226.9,7.3,39.3,5.34,97.5,Running,696.4
20020,2025-09-12T11:00:00,1.53,232.7,6.6,41.8,4.98,97.1,Running,670.3
20025,2025-09-12T11:00:00,1.85,231.1,8.0,40.8,5.71,96.8,Running,794.3
20027,2025-09-12T11:00:00,1.36,232.4,5.9,38.4,5.06,96.1,Running,593.8
30029,2025-09-12T11:00:00,4.25,231.3,18.4,38.1,14.21,96.8,Running,695.9
30035,2025-09-12T11:00:00,3.87,223.6,17.3,38.3,14.37,96.5,Running,622.9
30041,2025-09-12T11:00:00,3.79,228.0,16.6,35.0,13.15,96.5,Running,619.4
40044,2025-09-12T11:00:00,1.73,228.3,7.6,43.9,5.12,95.6,Running,738.8
40045,2025-09-12T11:00:00,1.39,230.1,6.0,41.0,4.87,97.1,Running,607.2
40046,2025-09-12T11:00:00,1.56,228.8,6.8,39.7,5.46,97.9,Running,658.4
40048,2025-09-12T11:00:00,1.44,233.1,6.2,38.4,4.99,96.7,Running,618.1
40049,2025-09-12T11:00:00,1.63,236.5,6.9,43.8,5.25,96.8,Running,706.6
40051,2025-09-12T11:00:00,1.42,231.1,6.1,38.2,5.03,97.7,Running,615.4
40055,2025-09-12T11:00:00,1.41,227.5,6.2,40.0,5.1,95.2,Running,640.0
40059,2025-09-12T11:00:00,1.43,233.8,6.1,43.4,4.87,97.8,Running,596.6
10006,2025-09-12T12:00:00,8.85,234.2,37.8,42.5,34.18,96.8,Running,777.3
10008,2025-09-12T12:00:00,9.09,232.0,39.2,43.2,34.36,96.4,Running,809.6
10010,2025-09-12T12:00:00,7.44,232.6,32.0,41.1,32.4,95.8,Running,662.5
20018,2025-09-12T12:00:00,1.81,227.9,7.9,44.9,7.15,95.1,Running,757.1
20020,2025-09-12T12:00:00,1.89,236.0,8.0,42.3,6.87,96.2,Running,780.1
20025,2025-09-12T12:00:00,1.74,228.1,7.6,40.1,7.45,97.3,Running,769.6
20027,2025-09-12T12:00:00,1.81,229.8,7.9,43.9,6.87,96.3,Running,738.8
30029,2025-09-12T12:00:00,4.55,233.0,19.5,41.1,18.76,96.6,Running,756.7
30035,2025-09-12T12:00:00,4.58,228.5,20.0,44.5,18.95,97.7,Running,726.9
30041,2025-09-12T12:00:00,4.97,225.9,22.0,42.0,18.12,95.9,Running,793.6
40044,2025-09-12T12:00:00,1.79,230.7,7.8,41.1,6.91,96.2,Running,762.8
40045,2025-09-12T12:00:00,1.5,228.8,6.6,38.7,6.37,95.7,Running,642.3
40046,2025-09-12T12:00:00,1.59,231.3,6.9,44.2,7.05,97.9,Running,698.9
40048,2025-09-12T12:00:00,1.85,232.1,8.0,42.1,6.84,97.4,Running,778.9
40049,2025-09-12T12:00:00,1.57,226.1,6.9,41.5,6.82,97.4,Running,680.1
40051,2025-09-12T12:00:00,1.51,222.8,6.8,39.6,6.54,95.0,Running,658.3
40055,2025-09-12T12:00:00,1.57,232.5,6.8,43.9,6.67,97.4,Running,685.0
40059,2025-09-12T12:00:00,1.7,227.5,7.5,43.6,6.57,95.1,Running,719.1
10006,2025-09-12T13:00:00,7.07,228.5,30.9,36.4,41.25,97.9,Running,599.8
10008,2025-09-12T13:00:00,8.0,230.7,34.7,42.6,42.36,97.8,Running,692.3
10010,2025-09-12T13:00:00,9.2,235.4,39.1,42.4,41.6,95.5,Running,781.1
20018,2025-09-12T13:00:00,1.85,232.0,8.0,43.5,9.0,96.9,Running,777.5
20020,2025-09-12T13:00:00,1.47,229.3,6.4,42.2,8.34,95.9,Running,633.4
20025,2025-09-12T13:00:00,1.86,233.2,8.0,41.9,9.31,95.4,Running,781.8
20027,2025-09-12T13:00:00,1.76,228.8,7.7,43.7,8.63,95.9,Running,739.0
30029,2025-09-12T13:00:00,4.62,230.6,20.0,43.4,23.38,95.7,Running,742.1
30035,2025-09-12T13:00:00,4.55,227.2,20.0,40.7,23.5,96.8,Running,732.5
30041,2025-09-12T13:00:00,3.74,227.8,16.4,43.0,21.86,97.0,Running,641.3
40044,2025-09-12T13:00:00,1.49,229.0,6.5,42.1,8.4,96.6,Running,651.3
40045,2025-09-12T13:00:00,1.62,233.9,6.9,42.2,7.99,95.9,Running,704.5
40046,2025-09-12T13:00:00,1.5,228.8,6.6,40.0,8.55,95.7,Running,645.8
40048,2025-09-12T13:00:00,1.58,228.2,6.9,41.0,8.42,97.7,Running,651.7
40049,2025-09-12T13:00:00,1.91,230.7,8.3,44.0,8.73,97.8,Running,800.1
40051,2025-09-12T13:00:00,1.57,231.6,6.8,42.9,8.11,96.9,Running,698.0
40055,2025-09-12T13:00:00,1.5,225.6,6.6,38.8,8.17,97.5,Running,668.6
40059,2025-09-12T13:00:00,1.7,222.7,7.6,41.8,8.27,95.5,Running,736.6
10006,2025-09-12T14:00:00,7.57,233.5,32.4,40.6,48.82,97.3,Running,640.6
10008,2025-09-12T14:00:00,7.66,230.6,33.2,39.5,50.02,96.5,Running,641.8
10010,2025-09-12T14:00:00,6.07,228.3,26.6,39.9,47.67,97.1,Running,541.6
20018,2025-09-12T14:00:00,1.41,231.3,6.1,38.9,10.41,95.5,Running,603.9
20020,2025-09-12T14:00:00,1.13,230.1,4.9,36.1,9.47,97.4,Running,505.5
20025,2025-09-12T14:00:00,1.2,233.3,5.1,36.7,10.51,96.6,Running,515.2
20027,2025-09-12T14:00:00,1.49,231.7,6.4,40.1,10.12,95.9,Running,642.7
30029,2025-09-12T14:00:00,3.81,227.7,16.7,39.5,27.19,96.8,Running,612.5
30035,2025-09-12T14:00:00,3.22,228.3,14.1,37.8,26.72,97.1,Running,518.0
30041,2025-09-12T14:00:00,4.08,230.2,17.7,40.0,25.94,96.2,Running,649.7
40044,2025-09-12T14:00:00,1.33,237.8,5.6,40.6,9.73,97.3,Running,567.0
40045,2025-09-12T14:00:00,1.58,232.0,6.8,42.3,9.57,97.2,Running,677.2
40046,2025-09-12T14:00:00,1.18,236.3,5.0,38.6,9.73,95.9,Running,509.3
40048,2025-09-12T14:00:00,1.37,230.7,5.9,39.4,9.79,98.0,Running,577.6
40049,2025-09-12T14:00:00,1.47,227.8,6.5,40.0,10.2,95.7,Running,637.7
40051,2025-09-12T14:00:00,1.4,232.6,6.0,38.9,9.51,96.0,Running,584.2
40055,2025-09-12T14:00:00,1.55,229.5,6.8,38.9,9.72,95.2,Running,676.3
40059,2025-09-12T14:00:00,1.34,228.0,5.9,36.1,9.61,96.8,Running,563.2
10006,2025-09-12T15:00:00,5.49,230.7,23.8,37.0,54.31,97.3,Running,487.7
10008,2025-09-12T15:00:00,4.53,228.9,19.8,35.3,54.55,96.6,Running,399.7
10010,2025-09-12T15:00:00,4.59,232.0,19.8,33.4,52.26,96.3,Running,392.9
20018,2025-09-12T15:00:00,1.17,227.4,5.1,34.1,11.58,95.6,Running,501.7
20020,2025-09-12T15:00:00,1.02,232.0,4.4,34.7,10.49,95.1,Running,421.7
20025,2025-09-12T15:00:00,0.93,229.8,4.0,36.2,11.44,97.8,Running,395.3
20027,2025-09-12T15:00:00,1.08,232.8,4.6,38.0,11.2,96.1,Running,465.2
30029,2025-09-12T15:00:00,3.09,228.9,13.5,33.4,30.28,95.1,Running,471.8
30035,2025-09-12T15:00:00,2.54,230.8,11.0,35.9,29.26,97.3,Running,413.7
30041,2025-09-12T15:00:00,2.67,232.8,11.5,35.9,28.61,95.7,Running,439.5
40044,2025-09-12T15:00:00,0.9,233.3,3.9,35.8,10.63,96.3,Running,376.8
40045,2025-09-12T15:00:00,1.03,233.1,4.4,37.4,10.6,95.8,Running,442.8
40046,2025-09-12T15:00:00,1.07,228.5,4.7,36.3,10.8,97.1,Running,466.6
40048,2025-09-12T15:00:00,1.01,225.5,4.5,37.4,10.8,95.7,Running,424.6
40049,2025-09-12T15:00:00,0.94,231.7,4.1,35.2,11.14,96.9,Running,409.7
40051,2025-09-12T15:00:00,1.04,233.0,4.5,31.9,10.55,95.9,Running,445.6
40055,2025-09-12T15:00:00,1.09,229.0,4.8,35.3,10.81,97.9,Running,459.4
40059,2025-09-12T15:00:00,1.08,230.4,4.7,38.1,10.69,95.3,Running,485.3
10006,2025-09-12T16:00:00,3.07,230.7,13.3,30.0,57.38,96.5,Running,265.1
10008,2025-09-12T16:00:00,3.0,231.7,12.9,32.2,57.55,96.4,Running,253.1
10010,2025-09-12T16:00:00,2.81,228.1,12.3,31.7,55.07,96.3,Running,243.9
